company,type,rating,reviewers,age,highly_ratedFOR,critically_ratedFOR,Pos-Work Life Balance,Pos-Company Culture,Pos-Appraisal,Pos-Learning,Pos-Work Satisfaction,Pos-Salary & Benefits,Pos-Promotions,Pos-Job Security,Pos-Skill Development,Con-Work Life Balance,Con-Company Culture,Con-Appraisal,Con-Learning,Con-Work Satisfaction,Con-Salary & Benefits,Con-Promotions,Con-Job Security,Con-Skill Development
Saraswati Accountants Software,IT Services & Consulting ,4.7,118 Reviews,25.0,"Skill Development / Learning, Company Culture, Work Satisfaction",No-Data,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Infinity Data Technologies,IT Services & Consulting ,3.0,118 Reviews,21.0,"Promotions / Appraisal, Salary & Benefits, Job Security",No-Data,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Dollar Industries,Fashion & Textile ,3.9,118 Reviews,28.0,"Promotions / Appraisal, Company Culture",No-Data,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sapphire International School,Education & Training ,4.6,118 Reviews,21.0,"Skill Development / Learning, Company Culture, Job Security",No-Data,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Motilal Oswal Securities,Financial Services ,4.2,118 Reviews,,"Skill Development / Learning, Salary & Benefits, Company Culture",No-Data,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Enquero,IT Services & Consulting ,4.1,118 Reviews,10.0,"Job Security, Work Life Balance, Company Culture",No-Data,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
360 Degree Cloud Technologies,IT Services & Consulting ,2.6,118 Reviews,12.0,"Job Security, Company Culture, Work Satisfaction",No-Data,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Exponentia.ai,Emerging Technologies ,4.3,118 Reviews,10.0,"Skill Development / Learning, Work Satisfaction, Promotions / Appraisal",No-Data,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Glatt Systems,Pharma ,3.8,118 Reviews,70.0,Skill Development / Learning,"Promotions / Appraisal, Work Life Balance",0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0
Million Minds Management Services,Recruitment ,3.9,118 Reviews,12.0,"Promotions / Appraisal, Salary & Benefits",No-Data,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Okinawa Autotech,Auto Components ,3.8,118 Reviews,8.0,"Salary & Benefits, Promotions / Appraisal, Company Culture",No-Data,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Alstrong Enterprises,Building Material ,4.3,118 Reviews,23.0,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
Harbinger Systems,Software Product ,3.8,118 Reviews,34.0,"Work Satisfaction, Promotions / Appraisal, Salary & Benefits",No-Data,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Amagi Media Labs,Software Product ,3.7,118 Reviews,16.0,Salary & Benefits,"Promotions / Appraisal, Work Life Balance, Work Satisfaction",0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0
AMS Comtel BPMS,IT Services & Consulting ,3.5,118 Reviews,11.0,"Promotions / Appraisal, Salary & Benefits, Job Security",No-Data,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Oman Shapoorji Llc,Engineering & Construction ,4.2,118 Reviews,49.0,"Work Satisfaction, Job Security, Company Culture",No-Data,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
INTERPLEX,No-Data,4.2,118 Reviews,54.0,"Job Security, Skill Development / Learning, Company Culture",No-Data,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Imerys,Metals & Mining ,4.1,118 Reviews,144.0,"Skill Development / Learning, Company Culture, Work Life Balance",Promotions / Appraisal,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Oman Shapoorji Llc,Engineering & Construction ,4.2,118 Reviews,49.0,"Work Satisfaction, Job Security, Company Culture",No-Data,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
360 Degree Cloud Technologies,IT Services & Consulting ,2.6,118 Reviews,12.0,"Job Security, Company Culture, Work Satisfaction",No-Data,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Ravindra Bharathi Schools,Education & Training ,3.3,118 Reviews,30.0,"Salary & Benefits, Promotions / Appraisal, Job Security",No-Data,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Dollar Industries,Fashion & Textile ,3.9,118 Reviews,28.0,"Promotions / Appraisal, Company Culture",No-Data,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Enquero,IT Services & Consulting ,4.1,118 Reviews,10.0,"Job Security, Work Life Balance, Company Culture",No-Data,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Infinity Data Technologies,IT Services & Consulting ,3.0,118 Reviews,21.0,"Promotions / Appraisal, Salary & Benefits, Job Security",No-Data,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Anmol Biscuits,FMCG ,4.0,118 Reviews,30.0,"Skill Development / Learning, Company Culture, Job Security",No-Data,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Regus,Facility Management Services ,2.9,118 Reviews,35.0,"Promotions / Appraisal, Salary & Benefits, Job Security",No-Data,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Okinawa Autotech,Auto Components ,3.8,118 Reviews,8.0,"Salary & Benefits, Promotions / Appraisal, Company Culture",No-Data,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
SMCC Construction India,Engineering & Construction ,4.1,118 Reviews,28.0,"Salary & Benefits, Job Security","Promotions / Appraisal, Work Life Balance, Company Culture",0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0
Glatt Systems,Pharma ,3.8,118 Reviews,70.0,Skill Development / Learning,"Promotions / Appraisal, Work Life Balance",0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0
AIDA Cruises,Travel & Tourism ,4.3,118 Reviews,28.0,"Job Security, Company Culture, Skill Development / Learning",No-Data,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
S V S Projects India,Engineering & Construction ,3.8,118 Reviews,33.0,Skill Development / Learning,No-Data,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Verka milk dairy,Agriculture ,3.9,118 Reviews,51.0,"Promotions / Appraisal, Salary & Benefits",No-Data,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Futuresoft Solutions,IT Services & Consulting ,3.5,118 Reviews,28.0,"Promotions / Appraisal, Salary & Benefits, Company Culture",No-Data,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Mobase,Auto Components ,4.0,118 Reviews,46.0,"Promotions / Appraisal, Salary & Benefits",No-Data,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Million Minds Management Services,Recruitment ,3.9,118 Reviews,12.0,"Promotions / Appraisal, Salary & Benefits",No-Data,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Amagi Media Labs,Software Product ,3.7,118 Reviews,16.0,Salary & Benefits,"Promotions / Appraisal, Work Life Balance, Work Satisfaction",0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0
Aditya Birla SunLife Asset Management Company,Financial Services ,4.1,118 Reviews,30.0,"Job Security, Company Culture, Skill Development / Learning",No-Data,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Aditya Birla SunLife Asset Management Company,Financial Services ,4.1,118 Reviews,30.0,"Job Security, Company Culture, Skill Development / Learning",No-Data,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Ribbon Communication,Hardware & Networking ,3.8,118 Reviews,,Work Life Balance,Promotions / Appraisal,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Institute of Chemical Technology,No-Data,4.1,118 Reviews,91.0,"Work Life Balance, Skill Development / Learning, Work Satisfaction",No-Data,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
MamaEarth,Beauty & Personal Care ,3.9,118 Reviews,8.0,"Company Culture, Salary & Benefits, Skill Development / Learning",No-Data,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
BeatO,Fitness & Wellness ,3.3,118 Reviews,9.0,"Promotions / Appraisal, Job Security, Work Satisfaction",No-Data,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
IPROCESS BUSINESS SOLUTIONS,EdTech ,4.2,118 Reviews,,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
TalentServe,Software Product ,2.1,118 Reviews,5.0,"Promotions / Appraisal, Job Security, Salary & Benefits",No-Data,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Virtual Oplossing,Marketing & Advertising ,4.9,118 Reviews,10.0,"Company Culture, Work Life Balance, Work Satisfaction",No-Data,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bread Financial,FinTech ,4.0,118 Reviews,28.0,"Work Life Balance, Salary & Benefits, Company Culture",No-Data,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
B.L. Agro Industries,No-Data,3.4,118 Reviews,,"Job Security, Promotions / Appraisal, Work Satisfaction",No-Data,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
NCL BUILDTEK,Building Material ,4.1,118 Reviews,35.0,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
Zet Town,No-Data,3.8,118 Reviews,,"Job Security, Promotions / Appraisal, Company Culture",No-Data,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Jamia Hamdard University,Education & Training ,3.9,117 Reviews,35.0,"Salary & Benefits, Promotions / Appraisal, Job Security",No-Data,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Moveinsync Technology Solutions,Software Product ,3.9,117 Reviews,15.0,Skill Development / Learning,No-Data,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bonanza Portfolio,Financial Services ,3.4,117 Reviews,30.0,"Promotions / Appraisal, Salary & Benefits, Job Security",No-Data,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Anna University,Education & Training ,4.2,117 Reviews,46.0,"Work Life Balance, Company Culture, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0
G7 CR Technologies,IT Services & Consulting ,3.4,117 Reviews,12.0,"Work Life Balance, Promotions / Appraisal, Salary & Benefits",No-Data,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Vandana Global,Iron & Steel ,3.9,117 Reviews,26.0,"Promotions / Appraisal, Company Culture, Job Security",No-Data,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Live Connections,Recruitment ,3.7,117 Reviews,28.0,"Promotions / Appraisal, Salary & Benefits, Job Security",No-Data,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Atotech,Chemicals ,3.7,117 Reviews,31.0,Work Life Balance,"Promotions / Appraisal, Work Satisfaction",1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Shri Venkateshwara University,Education & Training ,4.7,117 Reviews,14.0,"Work Satisfaction, Work Life Balance, Job Security",No-Data,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Medvarsity Online,Education & Training ,3.4,117 Reviews,24.0,"Job Security, Promotions / Appraisal, Work Satisfaction",No-Data,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Atotech,Chemicals ,3.7,117 Reviews,31.0,Work Life Balance,"Promotions / Appraisal, Work Satisfaction",1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Anna University,Education & Training ,4.2,117 Reviews,46.0,"Work Life Balance, Company Culture, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0
Gateway Group,IT Services & Consulting ,2.8,117 Reviews,27.0,"Company Culture, Work Life Balance, Salary & Benefits",No-Data,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
A3logics,IT Services & Consulting ,3.5,117 Reviews,21.0,"Salary & Benefits, Promotions / Appraisal, Job Security",No-Data,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Bonanza Portfolio,Financial Services ,3.4,117 Reviews,30.0,"Promotions / Appraisal, Salary & Benefits, Job Security",No-Data,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Nahar Group of Companies,Fashion & Textile ,3.6,117 Reviews,75.0,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",No-Data,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Pathcare Labs,Healthcare ,3.6,117 Reviews,17.0,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",No-Data,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Acme Formulation,Pharma ,3.5,117 Reviews,20.0,"Job Security, Promotions / Appraisal, Company Culture",No-Data,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Ideas2IT Technologies,Software Product ,4.0,117 Reviews,15.0,"Job Security, Skill Development / Learning, Company Culture",No-Data,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Express Roadways,Logistics ,3.6,117 Reviews,31.0,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",No-Data,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
MRC Logistics,Logistics ,3.9,117 Reviews,53.0,"Salary & Benefits, Company Culture, Work Satisfaction",No-Data,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Unison Pharmaceuticals,Pharma ,4.1,117 Reviews,43.0,"Job Security, Work Life Balance, Salary & Benefits",No-Data,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Indian Acrylics,Chemicals ,3.8,117 Reviews,31.0,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",No-Data,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Elkayem Auto Ancillaries,Industrial Machinery ,3.4,117 Reviews,36.0,"Company Culture, Salary & Benefits, Promotions / Appraisal",No-Data,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
KRYFS POWER COMPONENTS,Industrial Machinery ,4.1,117 Reviews,32.0,Skill Development / Learning,Work Satisfaction,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Hegde & Hegde Pharmaceutica,Pharma ,4.1,117 Reviews,35.0,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
Jamia Hamdard University,Education & Training ,3.9,117 Reviews,35.0,"Salary & Benefits, Promotions / Appraisal, Job Security",No-Data,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
G7 CR Technologies,IT Services & Consulting ,3.4,117 Reviews,12.0,"Work Life Balance, Promotions / Appraisal, Salary & Benefits",No-Data,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Vandana Global,Iron & Steel ,3.9,117 Reviews,26.0,"Promotions / Appraisal, Company Culture, Job Security",No-Data,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Indostar Home Finance,Financial Services ,4.3,117 Reviews,8.0,"Work Life Balance, Salary & Benefits, Company Culture",No-Data,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MRCC Solutions,IT Services & Consulting ,3.5,117 Reviews,28.0,"Promotions / Appraisal, Salary & Benefits, Job Security",No-Data,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Cex Webuy Entertainment,Retail ,3.6,117 Reviews,32.0,Company Culture,"Promotions / Appraisal, Salary & Benefits",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
Honeywell Uop,Oil & Gas ,3.4,117 Reviews,110.0,"Job Security, Promotions / Appraisal, Work Satisfaction",No-Data,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Sage Metals,Metals & Mining ,3.8,117 Reviews,41.0,"Job Security, Promotions / Appraisal, Company Culture",No-Data,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Intellect Bizware Services,IT Services & Consulting ,4.2,117 Reviews,17.0,"Skill Development / Learning, Job Security, Work Satisfaction",No-Data,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Best Corporation,Fashion & Textile ,4.2,117 Reviews,57.0,"Job Security, Skill Development / Learning, Work Satisfaction",No-Data,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
B5 Plus,Iron & Steel ,4.2,117 Reviews,22.0,"Job Security, Skill Development / Learning, Work Life Balance",No-Data,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Adlabs Imagica,Events ,4.3,117 Reviews,14.0,"Skill Development / Learning, Work Life Balance, Company Culture",No-Data,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ardom Towergen,Telecom ,4.0,117 Reviews,15.0,Company Culture,Promotions / Appraisal,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Nv Group,Beverage ,4.0,117 Reviews,30.0,Work Life Balance,Promotions / Appraisal,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
HP Global e-Business Operations,BPO ,4.2,117 Reviews,85.0,"Company Culture, Work Life Balance, Job Security",No-Data,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
UTILITY PROJECTS AND SERVICES,Engineering & Construction ,4.0,117 Reviews,18.0,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Bayer Zydus Pharma,Chemicals ,3.6,117 Reviews,13.0,"Promotions / Appraisal, Job Security, Company Culture",No-Data,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Red Tape,No-Data,3.7,117 Reviews,28.0,"Job Security, Work Satisfaction, Promotions / Appraisal",No-Data,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Sila Solutions,Real Estate ,4.0,117 Reviews,14.0,Promotions / Appraisal,No-Data,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Futaba Industrial Gujarat,Auto Components ,4.4,117 Reviews,,"Company Culture, Work Life Balance, Job Security",No-Data,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fairfield Inn by Marriott,No-Data,4.4,117 Reviews,,"Job Security, Skill Development / Learning, Company Culture",No-Data,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
VRC Constructions India,Engineering & Construction ,3.9,117 Reviews,28.0,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits, Company Culture",0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0
Chennais Amirta International Institute of Hotel Management,Education & Training ,3.6,117 Reviews,14.0,"Work Life Balance, Job Security, Promotions / Appraisal",No-Data,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"L&T Construction, Mining and Industrial Machinery",Industrial Machinery ,4.4,117 Reviews,,"Job Security, Skill Development / Learning, Company Culture",No-Data,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Uni Cards,FinTech ,3.7,117 Reviews,4.0,"Company Culture, Job Security",No-Data,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NEC Software Solutions,IT Services & Consulting ,4.1,117 Reviews,,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
Crescendo Global,Recruitment ,4.3,117 Reviews,10.0,"Skill Development / Learning, Company Culture, Work Satisfaction",No-Data,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Virtusa Software Services,IT Services & Consulting ,3.9,116 Reviews,28.0,"Salary & Benefits, Promotions / Appraisal",No-Data,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Pan Gulf Technologies,Design ,4.3,116 Reviews,20.0,"Company Culture, Job Security, Work Satisfaction",No-Data,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Adhaan Solutions,Recruitment ,3.9,116 Reviews,14.0,"Promotions / Appraisal, Job Security, Salary & Benefits",No-Data,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
RD Public School,Education & Training ,4.4,116 Reviews,17.0,"Job Security, Skill Development / Learning, Company Culture",No-Data,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Accountant Anywhere Services,BPO ,4.0,116 Reviews,23.0,"Work Satisfaction, Skill Development / Learning, Company Culture",No-Data,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Velammal Educational Trust,Education & Training ,3.7,116 Reviews,38.0,"Promotions / Appraisal, Company Culture, Job Security",No-Data,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Billroth Hospitals,Healthcare ,3.8,116 Reviews,34.0,"Job Security, Skill Development / Learning",No-Data,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Clarion Technologies,IT Services & Consulting ,3.9,116 Reviews,24.0,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
Starmark Software,IT Services & Consulting ,3.9,116 Reviews,24.0,"Promotions / Appraisal, Salary & Benefits",No-Data,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Infotech,IT Services & Consulting ,3.9,116 Reviews,30.0,"Skill Development / Learning, Company Culture, Job Security",No-Data,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Theon Pharmaceuticals,Pharma ,3.4,116 Reviews,17.0,"Promotions / Appraisal, Job Security, Work Satisfaction",No-Data,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Snowcem Paints,Building Material ,4.5,116 Reviews,65.0,"Company Culture, Job Security, Work Life Balance",No-Data,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Centillion Networks,Telecom ,3.8,116 Reviews,17.0,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture",0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0
Birla Century,Fashion & Textile ,4.2,116 Reviews,127.0,"Company Culture, Salary & Benefits",No-Data,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
iSource,Recruitment ,3.5,116 Reviews,21.0,Work Life Balance,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1
Aligarh Muslim University,Education & Training ,4.5,116 Reviews,147.0,"Work Life Balance, Company Culture, Skill Development / Learning",No-Data,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Harita Fehrer,Auto Components ,4.0,116 Reviews,14.0,"Company Culture, Skill Development / Learning",Promotions / Appraisal,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Birla Century,Fashion & Textile ,4.2,116 Reviews,127.0,"Company Culture, Salary & Benefits",No-Data,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Clarion Technologies,IT Services & Consulting ,3.9,116 Reviews,24.0,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
Maaden Phosphate Company,Metals & Mining ,4.3,116 Reviews,15.0,"Salary & Benefits, Company Culture, Skill Development / Learning",No-Data,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Astec LifeSciences,Agro Chemicals ,3.7,116 Reviews,30.0,Job Security,"Promotions / Appraisal, Work Satisfaction, Company Culture",0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0
Wep Solutions India,IT Services & Consulting ,3.5,116 Reviews,29.0,"Skill Development / Learning, Company Culture",Promotions / Appraisal,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Chassis Brakes International,Auto Components ,3.8,116 Reviews,12.0,Company Culture,"Promotions / Appraisal, Job Security",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
Rimini Street,IT Services & Consulting ,4.4,116 Reviews,12.0,"Work Life Balance, Company Culture, Work Satisfaction",No-Data,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Batra Hospital,Healthcare ,4.1,116 Reviews,37.0,"Work Life Balance, Job Security, Skill Development / Learning",No-Data,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Pan Gulf Technologies,Design ,4.3,116 Reviews,20.0,"Company Culture, Job Security, Work Satisfaction",No-Data,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Adhaan Solutions,Recruitment ,3.9,116 Reviews,14.0,"Promotions / Appraisal, Job Security, Salary & Benefits",No-Data,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Metalman Microturners,Metals & Mining ,3.9,116 Reviews,14.0,"Promotions / Appraisal, Salary & Benefits, Job Security",No-Data,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Patil Automation,Industrial Machinery ,3.2,116 Reviews,14.0,"Promotions / Appraisal, Work Life Balance, Work Satisfaction",No-Data,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Yuken India,Industrial Machinery ,3.8,116 Reviews,48.0,"Promotions / Appraisal, Salary & Benefits, Job Security",No-Data,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Rabindranath Tagore International Institute of Cardiac Sciences,Healthcare ,4.0,116 Reviews,24.0,"Skill Development / Learning, Job Security","Salary & Benefits, Promotions / Appraisal",0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0
Simpolo Vitrified,Building Material ,3.9,116 Reviews,47.0,"Company Culture, Work Satisfaction, Job Security",No-Data,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Pioneer e Solutions,IT Services & Consulting ,3.5,116 Reviews,12.0,"Job Security, Promotions / Appraisal, Work Satisfaction",No-Data,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Suzlon Gujarat Wind Park,Power ,4.3,116 Reviews,29.0,"Skill Development / Learning, Work Satisfaction, Job Security",No-Data,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Kartavya Healtheon,Internet ,4.1,116 Reviews,16.0,"Company Culture, Work Life Balance, Work Satisfaction",No-Data,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aligarh Muslim University,Education & Training ,4.5,116 Reviews,147.0,"Work Life Balance, Company Culture, Skill Development / Learning",No-Data,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Yuken India,Industrial Machinery ,3.8,116 Reviews,48.0,"Promotions / Appraisal, Salary & Benefits, Job Security",No-Data,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Raptim Research,Clinical Research ,4.1,116 Reviews,19.0,"Skill Development / Learning, Job Security, Work Life Balance",No-Data,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
